shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
10866897:1,35.30396652,-120.66345978,117,15868.69219752
10866897:1,35.30374146,-120.66430664,118,15949.51393780
10866897:1,35.30310822,-120.66516876,119,16054.76905271
10866897:1,35.30271912,-120.66655731,120,16187.99690838
10866897:1,35.30221939,-120.66638947,121,16245.61363364
10866897:1,35.30110931,-120.66635132,122,16369.09708752
10866897:1,35.29999924,-120.66612244,123,16494.26742153
10866897:1,35.29851913,-120.66567993,124,16663.67578544
10866897:1,35.29711914,-120.66525269,125,16824.10410521
10866897:1,35.29636002,-120.66491699,126,16913.84447922
10866897:1,35.29558945,-120.66432953,127,17014.76099244
10866897:1,35.29251862,-120.66162872,128,17435.09170610
10866897:1,35.29244995,-120.66162872,129,17442.72685579
10866897:1,35.29209137,-120.66132355,130,17491.27540115
10866897:1,35.29209137,-120.66132355,131,17491.27540115
10866897:1,35.29005051,-120.65959167,132,17767.32995218
10866897:1,35.28966141,-120.65908051,133,17830.76806991
10866897:1,35.28955841,-120.65889740,134,17850.95115040
10866897:1,35.28947067,-120.65865326,135,17875.16248836
10866897:1,35.28940964,-120.65862274,136,17882.49274608
10866897:1,35.28921127,-120.65812683,137,17932.61676154
10866897:1,35.29066086,-120.65795898,138,18094.52155346
10866897:1,35.29106903,-120.65760803,139,18149.97012950
10866897:1,35.29143143,-120.65686798,140,18228.29795267
10866897:1,35.29164124,-120.65621185,141,18292.25483267
10866897:1,35.29169083,-120.65538025,142,18367.93213444
10866897:1,35.29164886,-120.65444946,143,18452.53876226
10866897:1,35.29156113,-120.65390778,144,18502.66080293
10866897:1,35.29138947,-120.65326691,145,18563.87796589
10866897:1,35.29109955,-120.65325928,146,18596.12270045
10866897:1,35.29108047,-120.65325928,147,18598.24357536
10866897:1,35.29040909,-120.65323639,148,18672.92726891
10866897:1,35.29021835,-120.65316772,149,18695.03269453
10866897:1,35.28953934,-120.65261078,150,18785.89502018
10866897:1,35.28924942,-120.65312195,151,18842.39041053
10866897:1,35.28924942,-120.65312195,152,18842.39041053
10866897:1,35.28684998,-120.65715027,153,19295.01329821
10866897:1,35.28684998,-120.65715027,154,19295.01329821
10866897:1,35.28675079,-120.65730286,155,19312.71759447
10866897:1,35.28773880,-120.65821075,156,19450.04968116
10866897:1,35.28776550,-120.65842438,157,19469.66501523
10866897:1,35.28776550,-120.65933228,158,19552.06953539
10866897:1,35.28672409,-120.65938568,159,19667.97071593
10866897:1,35.28631592,-120.65904236,160,19723.02537688
10866897:1,35.28593063,-120.65871429,161,19775.19893646
10866897:1,35.28582001,-120.65889740,162,19795.87582585
10866897:1,35.28582001,-120.65889740,163,19795.87582585
10866897:1,35.28554153,-120.65936279,164,19848.25147729
10866897:1,35.28348923,-120.66287231,165,20240.10981065
10866897:1,35.28295135,-120.66239166,166,20314.14029166
10866897:1,35.28292800,-120.66243000,167,20318.48237032
10866892:1,35.28292800,-120.66243000,0,0.00000000
10866892:1,35.28295135,-120.66239166,1,4.34207865
10866892:1,35.28348923,-120.66287231,2,78.37255966
10866892:1,35.28430176,-120.66143799,3,236.84281386
10866892:1,35.28118896,-120.65873718,4,660.99246794
10866892:1,35.28239822,-120.65676117,5,885.16194941
10866892:1,35.28239822,-120.65676117,6,885.16194941
10866892:1,35.28298187,-120.65590668,7,986.29415691
10866892:1,35.28150177,-120.65441895,8,1199.18576546
10866892:1,35.28060913,-120.65345001,9,1331.80336127
10866892:1,35.28052139,-120.65306091,10,1368.44537896
10866892:1,35.28044891,-120.65199280,11,1465.73497644
10866892:1,35.28036118,-120.65168762,12,1495.10424660
10866892:1,35.27859879,-120.65012360,13,1737.09558027
10866892:1,35.27852308,-120.65019791,14,1747.88320615
10866892:1,35.27856064,-120.65009308,15,1758.27525526
10866892:1,35.27487183,-120.64679718,16,2265.97595570
10866892:1,35.27487183,-120.64679718,17,2265.97595570
10866892:1,35.27429962,-120.64629364,18,2344.31991116
10866892:1,35.27175903,-120.64407349,19,2691.34685731
10866892:1,35.27175903,-120.64407349,20,2691.34685731
10866892:1,35.27154160,-120.64385986,21,2722.34151799
10866892:1,35.26982880,-120.64235687,22,2956.62883382
10866892:1,35.26982880,-120.64235687,23,2956.62883382
10866892:1,35.26961899,-120.64211273,24,2988.80833465
10866892:1,35.26940155,-120.64176178,25,3028.80457959
10866892:1,35.26921082,-120.64131927,26,3074.23207265
10866892:1,35.26845169,-120.63858032,27,3336.82550457
10866892:1,35.26834869,-120.63835907,28,3359.94768969
10866892:1,35.26644135,-120.63979340,29,3608.82083439
10866892:1,35.26644135,-120.63979340,30,3608.82083439
10866892:1,35.26572037,-120.64031219,31,3701.80242099
10866892:1,35.26504135,-120.64083099,32,3790.79263906
10866892:1,35.26504135,-120.64083099,33,3790.79263906
10866892:1,35.26334381,-120.64205933,34,4010.03325661
10866892:1,35.26334000,-120.64206696,35,4010.84549750
10866892:1,35.26321030,-120.64217377,36,4028.22467201
10866892:1,35.26132965,-120.64357758,37,4273.12333533
10866892:1,35.26137924,-120.64317322,38,4310.24828678
10866892:1,35.26137924,-120.64312744,39,4314.40449026
10866892:1,35.26142883,-120.63996887,40,4601.23545299
10866892:1,35.26142120,-120.63990784,41,4606.84161433
10866892:1,35.26129150,-120.63990784,42,4621.26356374
10866892:1,35.26123047,-120.63980103,43,4633.10030346
10866892:1,35.26126099,-120.63966370,44,4646.02245194
10866892:1,35.26140976,-120.63961792,45,4663.07938843
10866892:1,35.26144028,-120.63780975,46,4827.28440026
10866892:1,35.26144028,-120.63777161,47,4830.74790055
10866892:1,35.26144028,-120.63584137,48,5006.00101529
10866892:1,35.25883865,-120.63310242,49,5387.48568602
10866892:1,35.25883865,-120.63310242,50,5387.48568602
10866892:1,35.25854111,-120.63278961,51,5431.08975456
10866892:1,35.25841904,-120.63295746,52,5451.49805973
10866892:1,35.25825119,-120.63333893,53,5490.84280556
10866892:1,35.25806046,-120.63423920,54,5575.29132516
10866892:1,35.25733185,-120.63561249,55,5723.99189804
10866892:1,35.25685883,-120.63629150,56,5805.03315608
10866892:1,35.25690842,-120.63636017,57,5813.35650276
10866892:1,35.25688934,-120.63649750,58,5826.00488396
10866892:1,35.25674057,-120.63652802,59,5842.77817364
10866892:1,35.25588989,-120.63819122,60,6020.97454463
10866892:1,35.25588989,-120.63819122,61,6020.97454463
10866892:1,35.25556183,-120.63877869,62,6085.59694203
10866892:1,35.25532150,-120.63884735,63,6113.03764653
10866892:1,35.25518036,-120.63878632,64,6129.68188132
10866892:1,35.25302124,-120.63700867,65,6418.98148107
10866892:1,35.25275040,-120.63671112,66,6459.44108578
10866892:1,35.25268936,-120.63655090,67,6475.49451863
10866892:1,35.25268173,-120.63594055,68,6530.92300192
10866892:1,35.25260925,-120.63568115,69,6555.81799101
10866892:1,35.25254822,-120.63556671,70,6568.22954890
10866892:1,35.25230026,-120.63527679,71,6606.35059575
10866892:1,35.25094986,-120.63417816,72,6786.62716929
10866892:1,35.25088120,-120.63410187,73,6796.93693702
10866892:1,35.25067139,-120.63368988,74,6841.02586639
10866892:1,35.25067139,-120.63368988,75,6841.02586639
10866892:1,35.25035095,-120.63332367,76,6889.76374633
10866892:1,35.25014877,-120.63330078,77,6912.34088913
10866892:1,35.24969864,-120.63452148,78,7033.96528224
10866892:1,35.24961090,-120.63501740,79,7080.04201863
10866892:1,35.24954987,-120.63590240,80,7160.69304602
10866892:1,35.24966812,-120.63717651,81,7277.13568195
10866892:1,35.24979000,-120.63722200,82,7291.30343626
10866892:1,35.24967957,-120.63723755,83,7303.66410658
10866892:1,35.24980164,-120.63835144,84,7405.71960064
10866892:1,35.24979019,-120.63896942,85,7461.85079281
10866892:1,35.24969864,-120.63945007,86,7506.66869996
10866892:1,35.24919891,-120.64080048,87,7641.29719312
10866892:1,35.24919891,-120.64080048,88,7641.29719312
10866892:1,35.24834824,-120.64302826,89,7864.61929820
10866892:1,35.24731827,-120.64244843,90,7990.67062951
10866892:1,35.24731827,-120.64244843,91,7990.67062951
10866892:1,35.24467087,-120.64114380,92,8307.99417353
10866892:1,35.24386978,-120.64054871,93,8412.18251215
10866892:1,35.24386978,-120.64054871,94,8412.18251215
10866892:1,35.24314117,-120.63996124,95,8509.18773771
10866892:1,35.24097061,-120.63797760,96,8810.36004844
10866892:1,35.24074173,-120.63838196,97,8855.03962407
10866892:1,35.24071121,-120.63910675,98,8920.95035818
10866892:1,35.24058151,-120.63941956,99,8952.80952341
10866892:1,35.23995972,-120.64022064,100,9053.17554501
10866892:1,35.23986053,-120.64025116,101,9064.54701448
10866892:1,35.23963165,-120.64012909,102,9092.30725584
10866892:1,35.23947906,-120.63993835,103,9116.55466559
10866892:1,35.23939896,-120.63967896,104,9141.74067745
10866892:1,35.23939896,-120.63754272,105,9335.74943345
10866892:1,35.23939896,-120.63753510,106,9336.44232187
10866892:1,35.23940277,-120.63734436,107,9353.76972450
10866892:1,35.23943710,-120.63716125,108,9370.83161428
10866892:1,35.23949051,-120.63719177,109,9377.38498615
10866892:1,35.23968506,-120.63721466,110,9399.11754778
10866892:1,35.24028015,-120.63774872,111,9481.16064050
10866892:1,35.24031448,-120.63781738,112,9488.47232013
10866892:1,35.24036789,-120.63844299,113,9545.59801154
10866892:1,35.24042511,-120.63853455,114,9556.06772404
10866892:1,35.24050903,-120.63858032,115,9566.28370950
10866892:1,35.24071503,-120.63858032,116,9589.18915856
10866892:1,35.24072647,-120.63838959,117,9606.55776561
10866892:1,35.24097061,-120.63796234,118,9653.91272822
10866892:1,35.24312592,-120.63993835,119,9953.31125363
10866892:1,35.24388504,-120.64054871,120,10054.29382393
10866892:1,35.24467087,-120.64112854,121,10156.31325275
10866892:1,35.24669647,-120.64212036,122,10398.89108630
10866892:1,35.24721146,-120.64237213,123,10460.55021232
10866892:1,35.24771118,-120.64263916,124,10521.17761168
10866892:1,35.24870300,-120.64321899,125,10643.38773054
10866892:1,35.25016022,-120.64408112,126,10823.34355434
10866892:1,35.25019455,-120.64398193,127,10833.12559179
10866892:1,35.25023300,-120.64389000,128,10842.50488973
10866892:1,35.25016022,-120.64408112,129,10861.65367618
10866892:1,35.25181961,-120.64495850,130,11062.63534323
10866892:1,35.25466156,-120.64611053,131,11395.50985945
10866892:1,35.25466156,-120.64611053,132,11395.50985945
10866892:1,35.25616837,-120.64679718,133,11574.28327814
10866892:1,35.25635147,-120.64682007,134,11594.74946749
10866892:1,35.25791931,-120.64765167,135,11784.73504117
10866892:1,35.25791931,-120.64765167,136,11784.73504117
10866892:1,35.25936127,-120.64851379,137,11963.16075664
10866892:1,35.26039886,-120.64922333,138,12095.30373454
10866892:1,35.26126862,-120.64987183,139,12208.52934487
10866892:1,35.26145935,-120.65003967,140,12234.64544772
10866892:1,35.26147842,-120.65013123,141,12243.22414617
10866892:1,35.26266861,-120.65100098,142,12397.33572707
10866892:1,35.26266861,-120.65100098,143,12397.33572707
10866892:1,35.26480865,-120.65261078,144,12676.59804427
10866892:1,35.26480865,-120.65261078,145,12676.59804427
10866892:1,35.26797104,-120.65512085,146,13095.62397988
10866892:1,35.26805115,-120.65509796,147,13104.77080815
10866892:1,35.26884079,-120.65573883,148,13210.10219068
10866892:1,35.26884079,-120.65573883,149,13210.10219068
10866892:1,35.26977921,-120.65646362,150,13333.46329067
10866892:1,35.27016068,-120.65685272,151,13388.66318210
10866892:1,35.27016068,-120.65686035,152,13389.35580761
10866892:1,35.27220154,-120.65849304,153,13660.40567742
10866892:1,35.27452850,-120.66056824,154,13980.46726328
10866892:1,35.27452850,-120.66056824,155,13980.46726328
10866892:1,35.27811813,-120.66380310,156,14475.99777442
10866892:1,35.27920914,-120.66200256,157,14679.54269761
10866892:1,35.27920914,-120.66200256,158,14679.54269761
10866892:1,35.28036880,-120.66010284,159,14894.86703410
10866892:1,35.28047180,-120.65991211,160,14915.62565304
10866892:1,35.28047943,-120.65991211,161,14916.47400300
10866892:1,35.28118896,-120.65873718,162,15049.13502157
10866892:1,35.28176880,-120.65924072,163,15128.16725581
10866892:1,35.28176880,-120.65924072,164,15128.16725581
10866892:1,35.28258896,-120.65995026,165,15239.81384351
10866892:1,35.28179169,-120.66136169,166,15395.61231722
10866892:1,35.28295135,-120.66239166,167,15554.88673424
10866892:1,35.28292800,-120.66243000,168,15559.22881290
10866895:1,35.28292800,-120.66243000,0,0.00000000
10866895:1,35.28295135,-120.66239166,1,4.34207865
10866895:1,35.28268051,-120.66213989,2,42.14765786
10866895:1,35.27973938,-120.66715240,3,602.48057248
10866895:1,35.27864838,-120.66615295,4,753.96624711
10866895:1,35.27864838,-120.66615295,5,753.96624711
10866895:1,35.27848053,-120.66599274,6,777.62741247
10866895:1,35.27737045,-120.66503906,7,928.39387165
10866895:1,35.27605057,-120.66381836,8,1112.29312631
10866895:1,35.27605057,-120.66381836,9,1112.29312631
10866895:1,35.27587128,-120.66365814,10,1136.97072164
10866895:1,35.27339123,-120.66787166,11,1608.51416291
10866895:1,35.27219009,-120.66980743,12,1829.23971004
10866895:1,35.27114105,-120.67002106,13,1947.48893149
10866895:1,35.27109909,-120.67002869,14,1952.20598279
10866895:1,35.26951981,-120.67030334,15,2129.57580296
10866895:1,35.26720810,-120.67043304,16,2386.89539207
10866895:1,35.26720810,-120.67043304,17,2386.89539207
10866895:1,35.26406860,-120.67048645,18,2736.02507297
10866895:1,35.26367950,-120.67041779,19,2779.73774609
10866895:1,35.26354980,-120.67070007,20,2809.14606562
10866895:1,35.25975037,-120.67304230,21,3282.12754573
10866895:1,35.25872040,-120.67350769,22,3404.20148663
10866895:1,35.25669861,-120.67417908,23,3637.13267856
10866895:1,35.25650024,-120.67373657,24,3682.96790432
10866895:1,35.25616074,-120.67286682,25,3770.50008221
10866895:1,35.25616074,-120.67286682,26,3770.50008221
10866895:1,35.25497055,-120.66979218,27,4079.45819988
10866895:1,35.25461960,-120.66899872,28,4161.39481634
10866895:1,35.25407028,-120.66931915,29,4229.05194432
10866895:1,35.25407028,-120.66931915,30,4229.05194432
10866895:1,35.25310135,-120.66989136,31,4348.66628087
10866895:1,35.25148010,-120.67086029,32,4549.26495374
10866895:1,35.25148010,-120.67086029,33,4549.26495374
10866895:1,35.24843979,-120.67269135,34,4926.00868733
10866895:1,35.24843979,-120.67269135,35,4926.00868733
10866895:1,35.24679947,-120.67366028,36,5128.51769085
10866895:1,35.24426270,-120.67521667,37,5444.02309509
10866895:1,35.24426270,-120.67523956,38,5446.10163567
10866895:1,35.24206161,-120.67660522,39,5720.47971702
10866895:1,35.24221039,-120.67697144,40,5757.62440398
10866895:1,35.24234009,-120.67733002,41,5793.23965115
10866895:1,35.24240494,-120.67772675,42,5829.98306005
10866895:1,35.24241257,-120.67837524,43,5888.88249940
10866895:1,35.24243164,-120.67839813,44,5891.85211848
10866895:1,35.24246979,-120.67932129,45,5975.79570013
10866895:1,35.24256897,-120.68006134,46,6043.90215420
10866895:1,35.24277878,-120.68064880,47,6102.13033384
10866895:1,35.24317169,-120.68129730,48,6175.45968627
10866895:1,35.24351120,-120.68161011,49,6222.70523046
10866895:1,35.24398041,-120.68186951,50,6279.95037060
10866895:1,35.24700928,-120.68321991,51,6638.37671450
10866895:1,35.24700928,-120.68321991,52,6638.37671450
10866895:1,35.24768066,-120.68356323,53,6719.27998555
10866895:1,35.24837875,-120.68399811,54,6806.37179528
10866895:1,35.24929810,-120.68469238,55,6926.47560811
10866895:1,35.25040817,-120.68566132,56,7078.05933063
10866895:1,35.25064087,-120.68576050,57,7105.45663772
10866895:1,35.25064087,-120.68576050,58,7105.45663772
10866895:1,35.25342941,-120.68820190,59,7486.62711458
10866895:1,35.25540161,-120.68981171,60,7750.17631719
10866895:1,35.25664902,-120.69071960,61,7911.52986156
10866895:1,35.25677109,-120.69090271,62,7932.99282706
10866895:1,35.25777817,-120.69172668,63,8067.66785780
10866895:1,35.25794983,-120.69185638,64,8090.09621096
10866895:1,35.25794983,-120.69185638,65,8090.09621096
10866895:1,35.25825882,-120.69214630,66,8133.37923909
10866895:1,35.25962830,-120.69380188,67,8347.35378077
10866895:1,35.25968933,-120.69386292,68,8356.11570615
10866895:1,35.25968933,-120.69386292,69,8356.11570615
10866895:1,35.26094055,-120.69535828,70,8550.51421200
10866895:1,35.26237106,-120.69705963,71,8772.24237383
10866895:1,35.26237106,-120.69705963,72,8772.24237383
10866895:1,35.26340866,-120.69828033,73,8932.22619429
10866895:1,35.26351929,-120.69833374,74,8945.44841402
10866895:1,35.26182938,-120.70049286,75,9216.99618346
10866895:1,35.26174164,-120.70063019,76,9232.82794595
10866895:1,35.26174164,-120.70063019,77,9232.82794595
10866895:1,35.26165009,-120.70076752,78,9248.92457587
10866895:1,35.26203918,-120.70118713,79,9306.57364424
10866895:1,35.26272964,-120.70162964,80,9393.22597044
10866895:1,35.26308823,-120.70195770,81,9442.99535744
10866895:1,35.26308823,-120.70195770,82,9442.99535744
10866895:1,35.26316833,-120.70205688,83,9455.66165638
10866895:1,35.26369858,-120.70149994,84,9533.33549937
10866895:1,35.26480103,-120.70004272,85,9713.69917240
10866895:1,35.26469040,-120.69989777,86,9731.71367071
10866895:1,35.26469040,-120.69989777,87,9731.71367071
10866895:1,35.26345825,-120.69844818,88,9921.69312480
10866895:1,35.26340866,-120.69828033,89,9937.89914693
10866895:1,35.26253891,-120.69725800,90,10071.94672337
10866895:1,35.26171875,-120.69631195,91,10197.22560689
10866895:1,35.26171875,-120.69628906,92,10199.30369992
10866895:1,35.26007843,-120.69432068,93,10454.66242794
10866895:1,35.26007843,-120.69432068,94,10454.66242794
10866895:1,35.25825882,-120.69214630,95,10737.35426193
10866895:1,35.25769043,-120.69165039,96,10814.95562367
10866895:1,35.25769043,-120.69165039,97,10814.95562367
10866895:1,35.25677109,-120.69090271,98,10937.67069381
10866895:1,35.25659180,-120.69082642,99,10958.77619090
10866895:1,35.25947189,-120.68405914,100,11651.67675559
10866895:1,35.25947189,-120.68405914,101,11651.67675559
10866895:1,35.26124954,-120.68004608,102,12066.20489848
10866895:1,35.26085663,-120.67949677,103,12132.50948423
10866895:1,35.26071930,-120.67920685,104,12162.94092496
10866895:1,35.26155090,-120.67820740,105,12292.49867438
10866895:1,35.26155090,-120.67820740,106,12292.49867438
10866895:1,35.26195908,-120.67774963,107,12354.04005359
10866895:1,35.26242828,-120.67839050,108,12432.19194286
10866895:1,35.26388931,-120.67646027,109,12671.15906234
10866895:1,35.26388931,-120.67646027,110,12671.15906234
10866895:1,35.26451111,-120.67559814,111,12775.59558262
10866895:1,35.26467896,-120.67548370,112,12796.95647613
10866895:1,35.26795959,-120.67092896,113,13348.38048396
10866895:1,35.26824951,-120.67040253,114,13406.02902556
10866895:1,35.26988983,-120.67024994,115,13588.94955941
10866895:1,35.27040863,-120.67015076,116,13647.33582839
10866895:1,35.27040863,-120.67015076,117,13647.33582839
10866895:1,35.27056122,-120.67012787,118,13664.42958754
10866895:1,35.27474976,-120.66935730,119,14135.39776138
10866895:1,35.27508163,-120.66883087,120,14195.77635659
10866895:1,35.27508163,-120.66883087,121,14195.77635659
10866895:1,35.27576065,-120.66773987,122,14320.31330634
10866895:1,35.27777863,-120.66436768,123,14699.86162528
10866895:1,35.27777863,-120.66436768,124,14699.86162528
10866895:1,35.27845001,-120.66329956,125,14822.23074795
10866895:1,35.27920914,-120.66200256,126,14967.09764969
10866895:1,35.27920914,-120.66200256,127,14967.09764969
10866895:1,35.28036880,-120.66010284,128,15182.42198619
10866895:1,35.28047943,-120.65991211,129,15203.66043638
10866895:1,35.28047943,-120.65991211,130,15203.66043638
10866895:1,35.28118896,-120.65873718,131,15336.32145494
10866895:1,35.28176880,-120.65924072,132,15415.35368918
10866895:1,35.28176880,-120.65924072,133,15415.35368918
10866895:1,35.28348923,-120.66075134,134,15650.72224084
10866895:1,35.28429031,-120.66145325,135,15760.23811136
10866895:1,35.28348160,-120.66286469,136,15916.76198021
10866895:1,35.28295135,-120.66239166,137,15989.69899202
10866895:1,35.28292800,-120.66243000,138,15994.04107068
